SN_Number,影片名稱,年份,集數,觀看人數,網址
85733,皇帝聖印戰記,2018/01,第24集,108.2萬,https://ani.gamer.com.tw/animeRef.php?sn=85733
112623,搖曳露營△,2018/01,第12集,161.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112623
112413,比宇宙更遠的地方,2018/01,第13集,109.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112413
84771,IDOLiSH7 - 偶像星願 -,2018/01,第17集,16.9萬,https://ani.gamer.com.tw/animeRef.php?sn=84771
112580,假面騎士 平成世代 巔峰決戰 BUILD&EX-AID with 傳說騎士,2017/12,第1集,19.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112580
112579,少女與戰車 最終章 第1話,2017/12,第1集,78.4萬,https://ani.gamer.com.tw/animeRef.php?sn=112579
103470,刀劍亂舞 - 花丸 - ～幕間回憶錄～,2017/12,第1集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=103470
112508,驚爆危機 總集篇 第一部：Boy meets girl,2017/11,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112508
85337,請問您今天要來點兔子嗎？ ～Dear My Sister～,2017/11,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=85337
88010,3 月的獅子 第二季,2017/10,第22集,1.7萬,https://ani.gamer.com.tw/animeRef.php?sn=88010
71768,Fate/stay night [Heaven's Feel] I. 預示之花,2017/10,第1集,3.8萬,https://ani.gamer.com.tw/animeRef.php?sn=71768
89340,我的女友是個過度認真的處女 Bitch,2017/10,第11集,127.4萬,https://ani.gamer.com.tw/animeRef.php?sn=89340
112629,我家有個魚乾妹 R,2017/10,第12集,33萬,https://ani.gamer.com.tw/animeRef.php?sn=112629
90398,如果有妹妹就好了。,2017/10,第12集,176.8萬,https://ani.gamer.com.tw/animeRef.php?sn=90398
88538,動畫同好會,2017/10,第12集,5.4萬,https://ani.gamer.com.tw/animeRef.php?sn=88538
107906,新企鵝家族 第一季,2017/10,第26集,227.8萬,https://ani.gamer.com.tw/animeRef.php?sn=107906
88978,寶石之國,2017/10,第12集,42.3萬,https://ani.gamer.com.tw/animeRef.php?sn=88978
88747,ClassicaLoid 第二季,2017/10,第25集,3萬,https://ani.gamer.com.tw/animeRef.php?sn=88747
87891,鬼燈的冷徹 第二季,2017/10,第26集,223.2萬,https://ani.gamer.com.tw/animeRef.php?sn=87891
87854,魔法使的新娘,2017/10,第24集,8.9萬,https://ani.gamer.com.tw/animeRef.php?sn=87854
102651,超人力霸王傑洛,2017/10,第26集,272.9萬,https://ani.gamer.com.tw/animeRef.php?sn=102651
89980,少女終末旅行,2017/10,第12集,532萬,https://ani.gamer.com.tw/animeRef.php?sn=89980
88370,奇諾之旅 the Beautiful World,2017/10,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=88370
90714,國王遊戲 The Animation,2017/10,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=90714
89151,Just Because！,2017/10,第13集,168.1萬,https://ani.gamer.com.tw/animeRef.php?sn=89151
89732,食戟之靈 餐之皿,2017/10,第12集,143.6萬,https://ani.gamer.com.tw/animeRef.php?sn=89732
88744,戰刻夜想曲,2017/10,第12集,116.7萬,https://ani.gamer.com.tw/animeRef.php?sn=88744
88707,品酒要在成為夫妻後,2017/10,第13集,48.2萬,https://ani.gamer.com.tw/animeRef.php?sn=88707
84866,黑色五葉草,2017/10,第127集,19.3萬,https://ani.gamer.com.tw/animeRef.php?sn=84866
112446,阿松 第二季,2017/10,第25集,125.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112446
80993,UQ HOLDER！悠久持有者！,2017/10,第12集,364.8萬,https://ani.gamer.com.tw/animeRef.php?sn=80993
91344,UQ HOLDER！悠久持有者！-Amor Primus ～初戀～,2017/09,第1集,11.3萬,https://ani.gamer.com.tw/animeRef.php?sn=91344
90569,假面騎士 Build,2017/09,第49集,136.3萬,https://ani.gamer.com.tw/animeRef.php?sn=90569
89402,夢幻慶典 第二季,2017/08,第12集,19.3萬,https://ani.gamer.com.tw/animeRef.php?sn=89402
90501,魔法使的新娘 等待星星的人：後篇,2017/08,第1集,70.7萬,https://ani.gamer.com.tw/animeRef.php?sn=90501
88685,終物語 第二季,2017/08,第3集,6.7萬,https://ani.gamer.com.tw/animeRef.php?sn=88685
102028,宇宙戰隊九連者 THE MOVIE Goes Indaver 的逆襲,2017/08,第1集,8.5萬,https://ani.gamer.com.tw/animeRef.php?sn=102028
112277,排球少年！！特集！賭在春高排球上的青春,2017/08,第1集,15.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112277
88688,歡迎來到實力至上主義的教室,2017/07,第12集,7811,https://ani.gamer.com.tw/animeRef.php?sn=88688
86177,辣妹與我的第一次,2017/07,第11集,3.2萬,https://ani.gamer.com.tw/animeRef.php?sn=86177
112685,帶著智慧型手機闖蕩異世界,2017/07,第12集,465.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112685
112416,咕嚕咕嚕魔法陣 第三季,2017/07,第24集,159.4萬,https://ani.gamer.com.tw/animeRef.php?sn=112416
87474,New Game! 第二季,2017/07,第12集,3萬,https://ani.gamer.com.tw/animeRef.php?sn=87474
112646,Princess Principal,2017/07,第12集,8.4萬,https://ani.gamer.com.tw/animeRef.php?sn=112646
112514,半獸人的煩惱,2017/07,第12集,78.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112514
104592,超人力霸王捷德,2017/07,第25集,3.3萬,https://ani.gamer.com.tw/animeRef.php?sn=104592
88519,獨佔我的英雄,2017/07,第12集,3萬,https://ani.gamer.com.tw/animeRef.php?sn=88519
86574,瑪麗與魔女之花,2017/07,第1集,14.3萬,https://ani.gamer.com.tw/animeRef.php?sn=86574
112624,梵諦岡奇蹟調查官,2017/07,第12集,31.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112624
112585,18if 夢境異聞錄,2017/07,第13集,2.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112585
86687,來自深淵,2017/07,第13集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=86687
81502,時間支配者,2017/07,第13集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=81502
87490,捏造陷阱 -NTR-,2017/07,第12集,311.9萬,https://ani.gamer.com.tw/animeRef.php?sn=87490
84433,最遊記 RELOAD BLAST,2017/07,第12集,57.4萬,https://ani.gamer.com.tw/animeRef.php?sn=84433
88505,單蠢女孩,2017/07,第12集,29.9萬,https://ani.gamer.com.tw/animeRef.php?sn=88505
87489,徒然喜歡你,2017/07,第12集,77.4萬,https://ani.gamer.com.tw/animeRef.php?sn=87489
87549,戀愛與謊言,2017/07,第12集,241.2萬,https://ani.gamer.com.tw/animeRef.php?sn=87549
85035,異世界食堂,2017/07,第12集,195.8萬,https://ani.gamer.com.tw/animeRef.php?sn=85035
112432,闇芝居 第五季,2017/07,第13集,156.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112432
86753,活擊 刀劍亂舞,2017/07,第13集,246.8萬,https://ani.gamer.com.tw/animeRef.php?sn=86753
82759,Hina Logic,2017/06,第12集,4.5萬,https://ani.gamer.com.tw/animeRef.php?sn=82759
111398,誰是大壞狐,2017/06,第1集,14萬,https://ani.gamer.com.tw/animeRef.php?sn=111398
82332,魔法科高中的劣等生 呼喚繁星的少女,2017/06,第1集,48.6萬,https://ani.gamer.com.tw/animeRef.php?sn=82332
85091,星光美男 榮耀之爭,2017/06,第1集,7351,https://ani.gamer.com.tw/animeRef.php?sn=85091
87168,宣告黎明的露之歌,2017/05,第1集,17.7萬,https://ani.gamer.com.tw/animeRef.php?sn=87168
77234,FAIRY TAIL 魔導少年 劇場版 龍之淚,2017/05,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=77234
103405,超人力霸王歐布 格鬥歐布,2017/04,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=103405
85608,蠟筆小新電影 宇宙人 Pi 力來襲！！,2017/04,第1集,20.3萬,https://ani.gamer.com.tw/animeRef.php?sn=85608
82306,劍姬神聖譚,2017/04,第12集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=82306
84118,末日時在做什麼？有沒有空？可以來拯救嗎？,2017/04,第12集,12.4萬,https://ani.gamer.com.tw/animeRef.php?sn=84118
86651,夏目友人帳 陸,2017/04,第13集,237.5萬,https://ani.gamer.com.tw/animeRef.php?sn=86651
83827,覆面系 NOISE,2017/04,第13集,237.1萬,https://ani.gamer.com.tw/animeRef.php?sn=83827
85332,境界之Rinne 第三季,2017/04,第25集,100萬,https://ani.gamer.com.tw/animeRef.php?sn=85332
82419,情色漫畫老師,2017/04,第12集,59.3萬,https://ani.gamer.com.tw/animeRef.php?sn=82419
86578,春宵苦短，少女前進吧！,2017/04,第1集,3.1萬,https://ani.gamer.com.tw/animeRef.php?sn=86578
85412,快盜天使 Twin Angels BREAK,2017/04,第12集,103.1萬,https://ani.gamer.com.tw/animeRef.php?sn=85412
84895,雛子的筆記,2017/04,第12集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=84895
80882,戀愛暴君,2017/04,第12集,2.4萬,https://ani.gamer.com.tw/animeRef.php?sn=80882
86598,慕留人 - 火影新世代 -,2017/04,第149集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=86598
86183,重啟咲良田,2017/04,第24集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=86183
83973,武裝少女 Machiavellism,2017/04,第13集,133萬,https://ani.gamer.com.tw/animeRef.php?sn=83973
112681,不正經的魔術講師與禁忌教典,2017/04,第12集,181.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112681
88264,少年阿貝GO！GO！小芝麻 第二季,2017/04,第32集,229.4萬,https://ani.gamer.com.tw/animeRef.php?sn=88264
86675,王室教師海涅,2017/04,第12集,6.6萬,https://ani.gamer.com.tw/animeRef.php?sn=86675
86280,機甲少女 Frame Arms Girl,2017/04,第12集,1.8萬,https://ani.gamer.com.tw/animeRef.php?sn=86280
83654,高校星歌劇 第二季,2017/04,第14集,123.2萬,https://ani.gamer.com.tw/animeRef.php?sn=83654
87413,怪怪守護神,2017/04,第12集,55.5萬,https://ani.gamer.com.tw/animeRef.php?sn=87413
85918,愛麗絲與藏六,2017/04,第14集,6.3萬,https://ani.gamer.com.tw/animeRef.php?sn=85918
77679,碧藍幻想,2017/04,第13集,172.2萬,https://ani.gamer.com.tw/animeRef.php?sn=77679
95019,假面騎士×超級戰隊 超超級英雄大戰,2017/03,第1集,96.9萬,https://ani.gamer.com.tw/animeRef.php?sn=95019
83043,午睡公主～不為人知的故事～,2017/03,第1集,130.5萬,https://ani.gamer.com.tw/animeRef.php?sn=83043
102858,超人力霸王歐布 劇場版,2017/03,第1集,3.2萬,https://ani.gamer.com.tw/animeRef.php?sn=102858
72755,進擊的巨人 第二季,2017/03,第17集,1.4萬,https://ani.gamer.com.tw/animeRef.php?sn=72755
79961,刀劍神域 劇場版 序列爭戰,2017/02,第1集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=79961
85081,魔法使的新娘 等待星星的人：中篇,2017/02,第1集,686.5萬,https://ani.gamer.com.tw/animeRef.php?sn=85081
68494,虐殺器官,2017/02,第1集,85.1萬,https://ani.gamer.com.tw/animeRef.php?sn=68494
84237,BanG Dream！,2017/01,第14集,7.2萬,https://ani.gamer.com.tw/animeRef.php?sn=84237
80044,黑執事 劇場版 豪華客船編,2017/01,第1集,6.6萬,https://ani.gamer.com.tw/animeRef.php?sn=80044
112431,闇芝居 第四季,2017/01,第13集,84萬,https://ani.gamer.com.tw/animeRef.php?sn=112431
112487,Rewrite 第二季,2017/01,第11集,19.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112487
96580,動物戰隊獸王者 VS 忍忍者 來自未來的訊息 from 超級戰隊,2017/01,第1集,4.5萬,https://ani.gamer.com.tw/animeRef.php?sn=96580
86676,MARGINAL#4,2017/01,第12集,2.3萬,https://ani.gamer.com.tw/animeRef.php?sn=86676
83810,超級戀人 第二季,2017/01,第10集,1.2萬,https://ani.gamer.com.tw/animeRef.php?sn=83810
82626,為美好的世界獻上祝福！ 第二季,2017/01,第10集,21.7萬,https://ani.gamer.com.tw/animeRef.php?sn=82626
83939,舌尖上的義大利,2017/01,第12集,42.5萬,https://ani.gamer.com.tw/animeRef.php?sn=83939
76249,混沌之子,2017/01,第15集,540.5萬,https://ani.gamer.com.tw/animeRef.php?sn=76249
83826,動物朋友,2017/01,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=83826
83565,ACCA13 區監察課,2017/01,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=83565
82670,Hand Shakers,2017/01,第12集,105萬,https://ani.gamer.com.tw/animeRef.php?sn=82670
112587,飆速宅男 第三季,2017/01,第25集,86.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112587
78980,南鎌倉高校女子自行車社,2017/01,第13集,62.4萬,https://ani.gamer.com.tw/animeRef.php?sn=78980
84993,亞人醬有話要說,2017/01,第13集,8.6萬,https://ani.gamer.com.tw/animeRef.php?sn=84993
112593,傷物語 III 冷血篇,2017/01,第1集,23.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112593
112533,昭和元祿 落語心中 第二季,2017/01,第12集,154.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112533
86802,幼女戰記,2017/01,第13集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=86802
84486,風夏,2017/01,第12集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=84486
84116,青之驅魔師 京都不淨王篇,2017/01,第12集,365.3萬,https://ani.gamer.com.tw/animeRef.php?sn=84116
84023,政宗君的復仇,2017/01,第12集,20.5萬,https://ani.gamer.com.tw/animeRef.php?sn=84023
86178,殺老師 Q！,2016/12,第12集,162.7萬,https://ani.gamer.com.tw/animeRef.php?sn=86178
74561,鎖鏈戰記 赫克瑟塔斯之光,2016/12,第3集,120.9萬,https://ani.gamer.com.tw/animeRef.php?sn=74561
85514,假面騎士平成 GENERATIONS Dr.Pac-Man 對 EX-AID ＆ Ghost with 傳奇騎士,2016/12,第1集,91.2萬,https://ani.gamer.com.tw/animeRef.php?sn=85514
80136,天地無用！魎皇鬼 第 4 期,2016/11,第4集,24.5萬,https://ani.gamer.com.tw/animeRef.php?sn=80136
78981,劇場版 艦隊 Collection,2016/11,第1集,5.5萬,https://ani.gamer.com.tw/animeRef.php?sn=78981
85224,暗殺教室 365 日倒數計時,2016/11,第1集,2.4萬,https://ani.gamer.com.tw/animeRef.php?sn=85224
112442,寶可夢 太陽＆月亮,2016/11,第146集,2.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112442
84783,黃金拼圖 Pretty Days,2016/11,第1集,15.1萬,https://ani.gamer.com.tw/animeRef.php?sn=84783
111397,毛孩總動員,2016/10,第1集,32.9萬,https://ani.gamer.com.tw/animeRef.php?sn=111397
79679,3 月的獅子,2016/10,第23集,1.4萬,https://ani.gamer.com.tw/animeRef.php?sn=79679
78207,ClassicaLoid,2016/10,第25集,5882,https://ani.gamer.com.tw/animeRef.php?sn=78207
77575,長騎美眉,2016/10,第13集,190.3萬,https://ani.gamer.com.tw/animeRef.php?sn=77575
83106,失憶煽動WIXOSS,2016/10,第12集,9萬,https://ani.gamer.com.tw/animeRef.php?sn=83106
82779,夢幻慶典,2016/10,第12集,24.8萬,https://ani.gamer.com.tw/animeRef.php?sn=82779
112537,ALL OUT!!,2016/10,第25集,10.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112537
82422,我太受歡迎了該怎麼辦,2016/10,第12集,8.7萬,https://ani.gamer.com.tw/animeRef.php?sn=82422
82794,YURI!!!on ICE,2016/10,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=82794
82471,文豪野犬 第二季,2016/10,第13集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=82471
82251,無畏魔女,2016/10,第12集,108.9萬,https://ani.gamer.com.tw/animeRef.php?sn=82251
84296,神裝少女小纏,2016/10,第13集,149.2萬,https://ani.gamer.com.tw/animeRef.php?sn=84296
82696,夏目友人帳 伍,2016/10,第14集,36.3萬,https://ani.gamer.com.tw/animeRef.php?sn=82696
80520,黑白來看守所,2016/10,第25集,47.1萬,https://ani.gamer.com.tw/animeRef.php?sn=80520
112536,12歲。～小小的怦然心動～ 第二季,2016/10,第12集,102.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112536
84931,假面騎士 EX-AID,2016/10,第45集,237.9萬,https://ani.gamer.com.tw/animeRef.php?sn=84931
78085,歌之王子殿下 真愛 LEGEND STAR,2016/10,第13集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=78085
84230,ViVid Strike！,2016/10,第12集,38.4萬,https://ani.gamer.com.tw/animeRef.php?sn=84230
83821,終末的伊澤塔,2016/10,第12集,26.6萬,https://ani.gamer.com.tw/animeRef.php?sn=83821
112441,烏龍派出所特別篇 - The Final 兩津勘吉的最後一天,2016/09,第1集,13.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112441
112608,飆速宅男 SPARE BIKE,2016/09,第1集,20.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112608
76301,七大罪 聖戰的預兆,2016/08,第4集,7.1萬,https://ani.gamer.com.tw/animeRef.php?sn=76301
112592,傷物語 II 熱血篇,2016/08,第1集,5499,https://ani.gamer.com.tw/animeRef.php?sn=112592
91566,起源：首爾車站,2016/08,第1集,11.3萬,https://ani.gamer.com.tw/animeRef.php?sn=91566
82333,魔法使的新娘 等待星星的人：前篇,2016/08,第1集,8832,https://ani.gamer.com.tw/animeRef.php?sn=82333
102027,劇場版 動物戰隊獸王者 心跳不已馬戲團恐慌！,2016/08,第1集,3.2萬,https://ani.gamer.com.tw/animeRef.php?sn=102027
98167,劇場版 假面騎士 Ghost 100個眼魂與Ghost命運的瞬間,2016/08,第1集,9.8萬,https://ani.gamer.com.tw/animeRef.php?sn=98167
79942,加速世界 INFINITE BURST,2016/07,第1集,4524,https://ani.gamer.com.tw/animeRef.php?sn=79942
82770,槍彈辯駁 3 絕望編,2016/07,第12集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=82770
80784,槍彈辯駁 3 未來編,2016/07,第12集,27.8萬,https://ani.gamer.com.tw/animeRef.php?sn=80784
80767,路人超能 100,2016/07,第12集,119.6萬,https://ani.gamer.com.tw/animeRef.php?sn=80767
80936,Active Raid -機動強襲室第八組- 第二季,2016/07,第12集,118.8萬,https://ani.gamer.com.tw/animeRef.php?sn=80936
83202,超人力霸王歐布,2016/07,第25集,322.1萬,https://ani.gamer.com.tw/animeRef.php?sn=83202
82728,91 Days,2016/07,第13集,4萬,https://ani.gamer.com.tw/animeRef.php?sn=82728
79967,藍海少女,2016/07,第12集,9.8萬,https://ani.gamer.com.tw/animeRef.php?sn=79967
79938,發條精靈戰記 天鏡的極北之星,2016/07,第13集,19.2萬,https://ani.gamer.com.tw/animeRef.php?sn=79938
80272,這個美術社大有問題！,2016/07,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=80272
79816,Fate/kaleid liner 魔法少女☆伊莉雅 3rei！！,2016/07,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=79816
82751,男子啦啦隊！！,2016/07,第13集,148.7萬,https://ani.gamer.com.tw/animeRef.php?sn=82751
79813,魔裝學園 H×H,2016/07,第12集,80.3萬,https://ani.gamer.com.tw/animeRef.php?sn=79813
78427,吸血鬼僕人,2016/07,第13集,24.4萬,https://ani.gamer.com.tw/animeRef.php?sn=78427
112529,New Game!,2016/07,第12集,41.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112529
83267,齊木楠雄的災難,2016/07,第24集,85.8萬,https://ani.gamer.com.tw/animeRef.php?sn=83267
82775,香蕉喵,2016/07,第13集,10萬,https://ani.gamer.com.tw/animeRef.php?sn=82775
112684,DAYS,2016/07,第24集,106.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112684
112486,Rewrite,2016/07,第13集,9.4萬,https://ani.gamer.com.tw/animeRef.php?sn=112486
82793,B-PROJECT～鼓動＊Ambitious～,2016/07,第12集,8380,https://ani.gamer.com.tw/animeRef.php?sn=82793
76535,小桃小栗 Love Love 物語,2016/07,第13集,4.5萬,https://ani.gamer.com.tw/animeRef.php?sn=76535
75714,ReLIFE 重返 17 歲,2016/07,第17集,7.6萬,https://ani.gamer.com.tw/animeRef.php?sn=75714
81932,不愉快的妖怪庵,2016/06,第13集,61萬,https://ani.gamer.com.tw/animeRef.php?sn=81932
80781,超人力霸王 X 劇場版,2016/05,第1集,92.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80781
112276,排球少年！！VS 掛科,2016/05,第1集,12.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112276
80347,蠟筆小新電影 爆睡 夢世界大作戰！,2016/04,第1集,1.1萬,https://ani.gamer.com.tw/animeRef.php?sn=80347
75660,至高指令,2016/04,第10集,3萬,https://ani.gamer.com.tw/animeRef.php?sn=75660
78704,飛翔的魔女,2016/04,第12集,10.3萬,https://ani.gamer.com.tw/animeRef.php?sn=78704
112631,田中君總是如此慵懶,2016/04,第12集,13.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112631
112491,高校艦隊,2016/04,第14集,100.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112491
79559,境界之Rinne 第二季,2016/04,第25集,4.8萬,https://ani.gamer.com.tw/animeRef.php?sn=79559
82087,Aikatsu! 偶像學園！STARS,2016/04,第50集,13.9萬,https://ani.gamer.com.tw/animeRef.php?sn=82087
78883,線上遊戲的老婆不可能是女生？,2016/04,第12集,4.5萬,https://ani.gamer.com.tw/animeRef.php?sn=78883
78004,Anne-Happy,2016/04,第12集,40.4萬,https://ani.gamer.com.tw/animeRef.php?sn=78004
74297,甲鐵城的卡巴內里,2016/04,第12集,142.9萬,https://ani.gamer.com.tw/animeRef.php?sn=74297
80633,雙星之陰陽師,2016/04,第50集,20.8萬,https://ani.gamer.com.tw/animeRef.php?sn=80633
79845,超級戀人,2016/04,第10集,28.3萬,https://ani.gamer.com.tw/animeRef.php?sn=79845
82859,少年阿貝GO！GO！小芝麻,2016/04,第32集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=82859
112535,12歲。～小小的怦然心動～,2016/04,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112535
77080,Hundred 百武裝戰記,2016/04,第12集,5萬,https://ani.gamer.com.tw/animeRef.php?sn=77080
80035,當女孩遇到熊,2016/04,第12集,3.2萬,https://ani.gamer.com.tw/animeRef.php?sn=80035
78471,Re：從零開始的異世界生活,2016/04,第25集,83.5萬,https://ani.gamer.com.tw/animeRef.php?sn=78471
79653,逆轉裁判,2016/04,第24集,45.5萬,https://ani.gamer.com.tw/animeRef.php?sn=79653
80231,JOJO 的奇妙冒險 不滅鑽石,2016/04,第39集,1072.4萬,https://ani.gamer.com.tw/animeRef.php?sn=80231
82084,假面騎士 1 號,2016/03,第1集,31.8萬,https://ani.gamer.com.tw/animeRef.php?sn=82084
102029,手裏劍戰隊忍忍者 VS 烈車戰隊特急者 THE MOVIE,2016/01,第1集,827.8萬,https://ani.gamer.com.tw/animeRef.php?sn=102029
76677,為美好的世界獻上祝福！,2016/01,第10集,2.1萬,https://ani.gamer.com.tw/animeRef.php?sn=76677
78467,赤髮白雪姬 第二季,2016/01,第12集,5608,https://ani.gamer.com.tw/animeRef.php?sn=78467
112573,Dimension W 維度戰記,2016/01,第12集,436萬,https://ani.gamer.com.tw/animeRef.php?sn=112573
112430,闇芝居 第三季,2016/01,第13集,74.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112430
80172,魔法護士小麥 R,2016/01,第12集,4.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80172
80130,灰與幻想的格林姆迦爾,2016/01,第12集,5.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80130
78897,虹色時光,2016/01,第24集,9154,https://ani.gamer.com.tw/animeRef.php?sn=78897
81198,星光美男 彩虹舞台,2016/01,第1集,63萬,https://ani.gamer.com.tw/animeRef.php?sn=81198
80570,Luck & Logic,2016/01,第12集,31.6萬,https://ani.gamer.com.tw/animeRef.php?sn=80570
73150,無頭騎士異聞錄 DuRaRaRa!!×2 結,2016/01,第12集,2.8萬,https://ani.gamer.com.tw/animeRef.php?sn=73150
112683,GATE 奇幻自衛隊 第二季,2016/01,第12集,31.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112683
112591,傷物語 I 鐵血篇,2016/01,第1集,20.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112591
112532,昭和元祿 落語心中,2016/01,第13集,6.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112532
111587,魯邦三世 義大利遊戲,2016/01,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=111587
80400,百無禁忌！女高中生私房話,2016/01,第12集,2.8萬,https://ani.gamer.com.tw/animeRef.php?sn=80400
80014,Active Raid -機動強襲室第八組-,2016/01,第12集,1.4萬,https://ani.gamer.com.tw/animeRef.php?sn=80014
78333,夢幻之星 Online 2,2016/01,第12集,18.5萬,https://ani.gamer.com.tw/animeRef.php?sn=78333
77921,只有我不存在的城市,2016/01,第12集,6.8萬,https://ani.gamer.com.tw/animeRef.php?sn=77921
76842,暗殺教室 第二季,2016/01,第25集,26.9萬,https://ani.gamer.com.tw/animeRef.php?sn=76842
79011,無彩限的幻影世界,2016/01,第13集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=79011
102008,達洋貓：不可思議劇場,2016/01,第1集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=102008
80201,假面騎士Ghost&Drive,2015/12,第1集,13.9萬,https://ani.gamer.com.tw/animeRef.php?sn=80201
74295,和諧,2015/11,第1集,2798,https://ani.gamer.com.tw/animeRef.php?sn=74295
112628,寶可夢 XY＆Z,2015/10,第48集,2.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112628
75298,請問您今天要來點兔子嗎？？,2015/10,第12集,5.4萬,https://ani.gamer.com.tw/animeRef.php?sn=75298
76091,新妹魔王的契約者 BURST,2015/10,第10集,6.7萬,https://ani.gamer.com.tw/animeRef.php?sn=76091
75681,櫻子小姐的腳下埋著屍體,2015/10,第12集,70.2萬,https://ani.gamer.com.tw/animeRef.php?sn=75681
74665,緋彈的亞莉亞 AA,2015/10,第12集,15.8萬,https://ani.gamer.com.tw/animeRef.php?sn=74665
112445,阿松,2015/10,第24集,54.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112445
112505,假面騎士 Ghost,2015/10,第50集,22.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112505
78527,彗星路西法,2015/10,第12集,15.6萬,https://ani.gamer.com.tw/animeRef.php?sn=78527
78145,Concrete‧Revolutio 超人幻想,2015/10,第13集,5.8萬,https://ani.gamer.com.tw/animeRef.php?sn=78145
75930,一拳超人,2015/10,第12集,5.8萬,https://ani.gamer.com.tw/animeRef.php?sn=75930
78087,終物語,2015/10,第12集,10.5萬,https://ani.gamer.com.tw/animeRef.php?sn=78087
76284,流浪神差 ARAGOTO,2015/10,第13集,454.1萬,https://ani.gamer.com.tw/animeRef.php?sn=76284
74293,屍者的帝國,2015/10,第1集,26萬,https://ani.gamer.com.tw/animeRef.php?sn=74293
73446,K: Return of Kings,2015/10,第13集,99.8萬,https://ani.gamer.com.tw/animeRef.php?sn=73446
73148,重裝武器,2015/10,第24集,6.5萬,https://ani.gamer.com.tw/animeRef.php?sn=73148
90639,Aikatsu! 偶像學園！第4季,2015/10,第26集,37.9萬,https://ani.gamer.com.tw/animeRef.php?sn=90639
77058,青年黑傑克,2015/10,第12集,60.4萬,https://ani.gamer.com.tw/animeRef.php?sn=77058
